address,floor_area,agent_name,baths,beds,price
"10 Beverton Court, Donabate, Co. Dublin",47 m²,,1 Bath,1 Bed,"€215,000 "
"Woodford, Booterstown Park, Booterstown, Co. Dublin",455 m²,,4 Bath,5 Bed,"€2,750,000 "
"18a Rossmore Avenue, Templeogue, Dublin 6W",143 m²,,3 Bath,4 Bed,"€725,000 "
"Apartment F, 68 Fernleigh Drive, Castleknock, Dublin 15",103 m²,,2 Bath,3 Bed,"€350,000 "
"10 Broadfield Close, Rathcoole, Co. Dublin",,,2 Bath,3 Bed,"€265,000 "
"Apartment 10, 109 Parnell Street, Dublin 1",38 m²,,1 Bath,1 Bed,"€225,000 "
"52 Slievemore Road, Drimnagh, Dublin 12",,,2 Bath,2 Bed,"€299,950 "
"1 Lynton Court, Merrion Road, Ballsbridge, Dublin 4",128 m²,,2 Bath,3 Bed,"€750,000 "
"67 Adair, Sandymount, Dublin 4",56 m²,,1 Bath,2 Bed,"€430,000 "
"85 Clonliffe Road, Drumcondra, Dublin 3",114 m²,,3 Bath,3 Bed,"AMV: €465,000 "
"Apartment 93, Longmeadows Apartments, Dublin 8",44 m²,,1 Bath,1 Bed,"€275,000 "
"98 Longwood Park, Rathfarnham, Dublin 14",111 m²,,2 Bath,4 Bed,"€625,000 "
"17 Thornberry Close, Belmont, Stepaside, Dublin 18",98 m²,,3 Bath,3 Bed,"€595,000 "
"Bungalow & Derelict Cottage On C.17 Acres, Cunard, Bohernabreena, Co. Dublin",114 m²,,1 Bath,4 Bed,"€850,000 "
"27 Windsor Court, Stradbrook Road, Blackrock, Co. Dublin",79 m²,,1 Bath,2 Bed,"€450,000 "
"3 Beach Drive, Sandymount, Sandymount, Dublin 4",96 m²,,1 Bath,3 Bed,"€435,000 "
"12 Arkle Square, The Chase, Brewery Road, Stillorgan, Co. Dublin",86 m²,,2 Bath,2 Bed,"€495,000 "
"23 Grange Park, Baldoyle, Baldoyle, Dublin 13",96 m²,,1 Bath,3 Bed,"€450,000 "
"10 Talbot Street, Dublin 1",497 m²,,3 Bath,4 Bed,"€1,650,000 "
"10 The Mill, Weavers Square, Dublin 8",42 m²,,,1 Bed,"€235,000 "
"48 Offaly Road, Cabra, Dublin 7",86 m²,,1 Bath,3 Bed,"€495,000 "
"43 Willow Park Close, Glasnevin, Dublin 11",90 m²,,1 Bath,3 Bed,"€425,000 "
"170 Rathmines Road Lower, Rathmines, Dublin 6",278 m²,,1 Bath,2 Bed,"€950,000 "
"12, Annesley Gardens, Ranelagh, Dublin 6, Ranelagh, Dublin 6",163 m²,,2 Bath,4 Bed,"€1,495,000 "
"24 Grosvenor House, Grosvenor Terrace, Monkstown, Co. Dublin",72 m²,,1 Bath,2 Bed,"€425,000 "
"21 Camberley Oaks, Churchtown, Churchtown, Dublin 14",82 m²,,2 Bath,3 Bed,"€590,000 "
"Bryn, Ballinclea Road, Killiney, Co. Dublin",220 m²,,2 Bath,5 Bed,"€1,350,000 "
"16 Castleknock Green, Castleknock, Dublin 15",300 m²,,4 Bath,5 Bed,"€1,625,000 "
"20 Hanover Riverside, Grand Canal Dock, Co. Dublin",125 m²,,2 Bath,3 Bed,"€995,000 "
"74 Meadow Park Churchtown Dublin 14, Churchtown, Dublin 14",117 m²,,2 Bath,3 Bed,"€580,000 "
"Rathbeale Road, Swords, Co. Dublin",231 m²,,3 Bath,4 Bed,"€795,000 "
"51 St Mochtas Green, Clonsilla, Dublin 15",,,1 Bath,3 Bed,"€375,000 "
"59 Watermeadow Drive, Oldbawn, Tallaght, Dublin 24",,,1 Bath,3 Bed,"€395,000 OFFER ACCEPTED"
"8 Cedar Avenue, Kingswood Heights, Tallaght, Dublin 24",,,1 Bath,2 Bed,"€300,000 2 ONLINE OFFERS"
"40 St Brendans Park, Coolock, Dublin 5",100 m²,,1 Bath,3 Bed,"€450,000 "
"3 Elm Park Avenue, Ranelagh, Dublin 6",105 m²,,2 Bath,3 Bed,"€825,000 "
"61 Boulevard, Bealing Village, Tyrrelstown, Dublin 15",125 m²,,4 Bath,3 Bed,"€340,000 "
"1 Linnetfields Walk, Castaheany, Clonee, Dublin 15",,,3 Bath,3 Bed,"€295,000 "
"46 Dun Emer Way, Lusk, Co. Dublin",66 m²,,1 Bath,2 Bed,"€245,000 "
"2 Faulkners Terrace, Kilmainham, Dublin 8",102 m²,,2 Bath,1 Bed,"€520,000 "
"93 The Ramparts Cabinteely Dublin 18, Cabinteely, Dublin 18",71 m²,,2 Bath,2 Bed,"€350,000 "
"23 Shenick Drive, Skerries, Co. Dublin",,,1 Bath,3 Bed,"€585,000 "
"80A Windmill Road, Crumlin, Dublin 12",114 m²,,2 Bath,4 Bed,"€395,000 "
"4 Dunmanus Road, Cabra, Dublin 7",93 m²,,2 Bath,3 Bed,"€350,000 "
"66 Hampton Wood Park, Saint Margaret's Road, Finglas, Dublin 11",,,3 Bath,3 Bed,"€269,950 "
"27 Coleman Crescent, Lusk Village, Lusk, Co. Dublin",,,3 Bath,3 Bed,"€345,000 "
"539 North Circular Road, Dublin 7",650 m²,,15 Bath,15 Bed,"€4,250,000 "
"5 Turnapin Green, Santry, Dublin 9",89 m²,,1 Bath,2 Bed,"€395,000 "
"36 Blackberry Hill, Carrickmines, Dublin 18",220 m²,,4 Bath,5 Bed,"€920,000 "
"Apartment 308, Mother Teresa House, Loreto Abbey, Rathfarnham, Dublin 14",73 m²,,2 Bath,2 Bed,"€350,000 "
"26 Ballymun Road, Glasnevin, Dublin 11",,,3 Bath,6 Bed,"€695,000 "
"44 Moylaragh Crescent, Balbriggan, Co. Dublin",100 m²,,3 Bath,3 Bed,"€275,000 "
"47 Grosvenor Lodge, Rathmines, Rathmines, Dublin 6",53 m²,,1 Bath,2 Bed,"€360,000 "
"Mill Lodge, Mill Lane, Shankill, Dublin 18",116 m²,,1 Bath,3 Bed,"€675,000 "
"Apartment 141, The Kish, Custom House Harbour, IFSC, Dublin 1",52 m²,,1 Bath,2 Bed,"€395,000 "
"2 Sweeneys Terrace, Dublin 8",83 m²,,1 Bath,3 Bed,"€550,000 "
"Cooleen, Sandycove, Co. Dublin",176 m²,,3 Bath,4 Bed,"€1,550,000 "
"32 Whitecliff, Rathfarnham, Rathfarnham, Dublin 16",137 m²,,3 Bath,4 Bed,"€545,000 "
"22 The Old Forge, Lucan, Co. Dublin",,,2 Bath,4 Bed,"€439,950 "
"23 Watkins Buildings, Ardee Street, Dublin 8",53 m²,,1 Bath,2 Bed,"€350,000 "
"6 Carrickmines Avenue, Carrickmines Wood, Carrickmines, Dublin 18",200 m²,,4 Bath,5 Bed,"€1,400,000 "
"38 Curzon Street, Rathmines, Dublin 6",111 m²,,1 Bath,3 Bed,"€750,000 "
"3 Glenaulin, Old Lucan Road, Chapelizod, Dublin 20",153 m²,,3 Bath,3 Bed,"€495,000 "
"8 Liffey Crescent, Liffey Valley Park, Lucan, Co. Dublin",94 m²,,3 Bath,3 Bed,"€325,000 "
"73 Donore Avenue, South Circular Road, Dublin 8",103 m²,,1 Bath,3 Bed,"€580,000 "
"2 Belleville, Blackhorse Avenue, Dublin 7",116 m²,,2 Bath,4 Bed,"€560,000 "
"133 Larkhill Road, Whitehall, Whitehall, Dublin 9",62 m²,,1 Bath,2 Bed,"€320,000 "
"20 Ash Street, The Coombe, Dublin 8",,,1 Bath,3 Bed,"€375,000 "
"35 Parker House, The Coast, Baldoyle, Dublin 13",100 m²,,4 Bath,3 Bed,"€375,000 "
"Apartment 112, The Elm, Rathfarnham, Dublin 14",70 m²,,2 Bath,2 Bed,"€385,000 "
"51 Ardsolus, Citywest, Co. Dublin",135 m²,,3 Bath,4 Bed,"€465,000 "
"9 Griffith Terrace, South Earl Street, The Liberties, Dublin 8",61 m²,,1 Bath,2 Bed,"€300,000 "
"3 Hacienda, Wynnsward Drive, Clonskeagh, Dublin 14",,,1 Bath,2 Bed,"€530,000 "
"N, 65A Dowth Avenue, Cabra, Dublin 7",52 m²,,2 Bath,2 Bed,"€350,000 "
"Apt.7 55 Percy Place Ballsbridge Dublin 4, Ballsbridge, Dublin 4",77 m²,,2 Bath,2 Bed,"€925,000 "
"32 Ardcollum Avenue, Artane, Dublin 5",123 m²,,2 Bath,3 Bed,"€445,000 "
"31 Myrtle Park, Dun Laoghaire, Co. Dublin",220 m²,,3 Bath,5 Bed,"€1,225,000 "
"30 Talbot Court, Castleknock, Dublin 15",192 m²,,4 Bath,5 Bed,"€740,000 "
"44 Reuben Avenue, Rialto, Rialto, Dublin 8",87 m²,,1 Bath,2 Bed,"€450,000 "
"41 Warren Avenue, Castleknock, Dublin 15",,,1 Bath,3 Bed,"€445,000 "
"56 Riverwood Court, Castleknock, Dublin 15",,,3 Bath,3 Bed,"€475,000 "
"18 Castleland Park Close, Balbriggan, Co. Dublin",112 m²,,2 Bath,3 Bed,"€380,000 "
"17 Orchard Way, Donaghmede, Dublin 13",84 m²,,2 Bath,3 Bed,"€275,000 "
"18 Ballintyre Grove, Ballinteer, Ballinteer, Dublin 16",84 m²,,2 Bath,2 Bed,"€369,000 "
"4 Viking Court, Donabate, Co. Dublin",44 m²,,1 Bath,1 Bed,"€220,000 "
"1 Tower Avenue, Rathgar, Rathgar, Dublin 6",118 m²,,3 Bath,3 Bed,"€825,000 "
"18 Rathgar Avenue, Rathgar, Dublin 6",170 m²,,2 Bath,3 Bed,"€1,295,000 "
"27 Killiney Court, Killiney, Co. Dublin",125 m²,,2 Bath,2 Bed,"€735,000 "
"11 Belfry Green, Citywest, Co. Dublin",107 m²,,3 Bath,3 Bed,"€295,000 "
"39 Park Boulevard, Tyrellstown, Tyrrelstown, Dublin 15",126 m²,,3 Bath,4 Bed,"€325,000 "
"25 Coldwater Lakes, Saggart, Co. Dublin",590 m²,,6 Bath,5 Bed,"€1,750,000 "
"3 Portobello Wharf, Portobello, Dublin 8",71 m²,,2 Bath,2 Bed,"€500,000 "
"2 Palmerstown Square, Palmerstown, Dublin 20",80 m²,,2 Bath,3 Bed,"€275,000 "
"70 St Agnes Park, Crumlin, Dublin 12",126 m²,,2 Bath,4 Bed,"€475,000 "
"79 Wintergarden, Pearse Street, Dublin 2",68 m²,,1 Bath,2 Bed,"€395,000 "
"19 Effra Road, Rathmines, Rathmines, Dublin 6",126 m²,,4 Bath,4 Bed,"€775,000 "
"5 Hansted Way, Lucan, Co. Dublin",98 m²,,2 Bath,3 Bed,"€295,000 "
"9 Parkside View, Nephin Road, Dublin 7",63 m²,,2 Bath,2 Bed,"€290,000 "
"Apt 1, Apartment 1, The Mews, 51 Power's Court, Dublin 2",120 m²,,2 Bath,2 Bed,"€875,000 "
"Apt, 23 Glaslynn, Howth Road, Clontarf, Dublin 3",68 m²,,2 Bath,2 Bed,"€395,000 "
"Apartment 141, Rockview, Blackglen Road, Sandyford, Dublin 18",74 m²,,1 Bath,2 Bed,"€285,000 "
"173 Captain's Road, Crumlin, Crumlin, Dublin 12",74 m²,,2 Bath,3 Bed,"€285,000 "
"77 Huntstown Rise, Mulhuddart, Mulhuddart, Dublin 15",84 m²,,1 Bath,3 Bed,"€310,000 "
"2 Crosthwaite Hall, Glenageary Road Lower, Glenageary, Co. Dublin",183 m²,,2 Bath,3 Bed,"€1,025,000 "
"49 Brackenstown Avenue, Swords, Co. Dublin",,,2 Bath,3 Bed,"€369,000 "
"30 Seafort Gardens, Sandymount, Dublin 4",176 m²,,3 Bath,4 Bed,"€1,350,000 "
"6 Waveney, Harbour Road, Howth, Dublin 13",43 m²,,1 Bath,1 Bed,"€270,000 "
"18 La Vista Avenue, Sutton, Sutton, Dublin 13",195 m²,,1 Bath,5 Bed,"€1,100,000 "
"169 Windmill Park, Crumlin, Crumlin, Dublin 12",,,2 Bath,3 Bed,"€324,950 "
"Westpoint House, Sutton Strand, Sutton, Dublin 13",320 m²,,3 Bath,5 Bed,"€2,200,000 "
"1A Butterfield Grove, Rathfarnham, Rathfarnham, Dublin 14",154 m²,,2 Bath,3 Bed,"€895,000 "
"75 Leighlin Road, Crumlin, Crumlin, Dublin 12",,,1 Bath,2 Bed,"€299,950 "
"73 & 73a Downpatrick Road, Crumlin, Dublin 12",,,2 Bath,4 Bed,"€525,000 "
"23 Kellys Bay Rocks, Skerries, Co. Dublin",88 m²,,,2 Bed,"€230,000 "
"48 Crotty Avenue, Walkinstown, Walkinstown, Dublin 12",,,1 Bath,3 Bed,"€349,950 "
"6 Newtown Cottages, Balheary, Swords, Co. Dublin",76 m²,,1 Bath,2 Bed,"€350,000 "
"135 Cherryfield Road, Walkinstown, Dublin 12",114 m²,,2 Bath,3 Bed,"€525,000 "
"44 Longview Avenue, Miller's Glen, Swords, Co. Dublin",109 m²,,3 Bath,3 Bed,"€399,000 "
"3 Shrewsbury Wood, Cabinteely, Dublin 18",125 m²,,2 Bath,4 Bed,"€775,000 "
"27 Saddlers Crescent, Mulhuddart, Mulhuddart, Dublin 15",,,2 Bath,3 Bed,"€324,950 "
"11 Infirmary Road, Stoneybatter, Dublin 7",96 m²,,2 Bath,3 Bed,"€450,000 "
"129 Ferguson Road, Drumcondra, Dublin 9",107 m²,,3 Bath,3 Bed,"€590,000 "
"63 Churchwell Road, Belmayne, D13PE03, Dublin 13",116 m²,,3 Bath,3 Bed,"€350,000 "
"10 Montrose Crescent, Artane, Dublin 5",97 m²,,1 Bath,3 Bed,"€375,000 "
"Windlawn Bray Road Cabinteely Dublin 18, Cabinteely, Dublin 18",130 m²,,2 Bath,4 Bed,"€665,000 "
"Courtyard 3, Adelaide Square, Whitefriar Street, Dublin 8",121 m²,,3 Bath,3 Bed,"€750,000 "
"Cluainé­n Innis, Skerries Road, Lusk, Co. Dublin",3500 m²,,3 Bath,4 Bed,"€995,000 "
"13 Drumnigh Wood, Portmarnock, Co. Dublin",464 m²,,6 Bath,7 Bed,"€1,800,000 "
"27 Fortfield Terrace, Rathmines, Rathmines, Dublin 6",121 m²,,2 Bath,4 Bed,"€1,050,000 "
"12 Ashington Rise, Navan Road, Navan Road (D7), Dublin 7",98 m²,,1 Bath,3 Bed,"€490,000 "
"Apartment 406, Block 1/2, Drumcondra, Dublin 3",83 m²,,2 Bath,2 Bed,"€380,000 "
"43 Brian Road, Marino, Dublin 3",95 m²,,2 Bath,3 Bed,"€525,000 "
"105 Castle Park, Tallaght, Dublin 24",,,1 Bath,3 Bed,"€299,000 "
"10 The Green, Woodbrook Glen, Bray, Co. Wicklow",91 m²,,1 Bath,3 Bed,"€395,000 "
"10 Marley Close Marley Grange Rathfarnham Dublin 16, Rathfarnham, Dublin 16",114 m²,,1 Bath,3 Bed,"€625,000 "
"15 Ballynakelly Court , Newcastle, Co. Dublin",130 m²,,3 Bath,3 Bed,"€380,000 "
"67 Bancroft Park, Tallaght, Tallaght, Dublin 24",139 m²,,1 Bath,4 Bed,"€420,000 OFFER ACCEPTED"
"7 Beresford Place, Donabate, Co. Dublin",138 m²,,3 Bath,3 Bed,"€495,000 "
"16 Laurelton, Swords, Co. Dublin",100 m²,,3 Bath,3 Bed,"€405,000 "
"Apartment 108, Block B/C, The Waterside, Ringsend, Dublin 4",53 m²,,1 Bath,2 Bed,"€425,000 "
"36 Broadford Drive, Ballinteer, Dublin 16",107 m²,,2 Bath,3 Bed,"€495,000 "
"17 Millers Square, Lusk Village, Lusk, Co. Dublin",,,3 Bath,5 Bed,"€440,000 "
"4 Portersgate Heights, Clonsilla, Clonsilla, Dublin 15",,,3 Bath,3 Bed,"€395,000 "
"12 Riverside Grove, Clonshaugh, Dublin 17",116 m²,,1 Bath,3 Bed,"€395,000 "
"60 Westbrook Avenue, Balbriggan, Co. Dublin",98 m²,,2 Bath,3 Bed,"€365,000 "
"22 Balfe Road East, Walkinstown, Walkinstown, Dublin 12",80 m²,,1 Bath,3 Bed,"€425,000 "
"18 Phibblestown House, Clonee, Dublin 15",,,2 Bath,2 Bed,"€250,000 "
"63 Belmayne Park North, Balgriffin, Balgriffin, Dublin 13",118 m²,,4 Bath,3 Bed,"€385,000 "
"Apartment 17, Sandyford View, Sandyford, Dublin 18",92 m²,,2 Bath,3 Bed,"€380,000 "
"120 North Circular Road, North Circular Road, Dublin 7",420 m²,,18 Bath,18 Bed,"€2,000,000 "
"Old Road, Rush, Co. Dublin",125 m²,,2 Bath,4 Bed,"€595,000 "
"19 Edward Square, Donnybrook, Dublin 4",239 m²,,4 Bath,3 Bed,"€1,750,000 "
"Hayestown, Rush, Co. Dublin",0.2 ac,,,,"€300,000 "
"Apartment 65, Handel House, Loreto Abbey, Rathfarnham, Dublin 14",54 m²,,1 Bath,1 Bed,"€290,000 "
"40 Fernleigh Drive, Castleknock, Castleknock, Dublin 15",,,3 Bath,3 Bed,"€419,950 "
"46 Park Avenue, Belltree, Clongriffin, Dublin 13",140 m²,,2 Bath,4 Bed,"€485,000 "
"14 Lakelands Close, Stillorgan, Co. Dublin",135 m²,,3 Bath,4 Bed,"€670,000 "
"14 Haddington Place, Ballsbridge, Dublin 4",290 m²,,5 Bath,4 Bed,"€1,750,000 "
"48 Glenageary Woods, Glenageary, Co. Dublin",190 m²,,3 Bath,5 Bed,"€1,200,000 "
"6 Grattan Hall, Lower Mount Street, Dublin 2",70 m²,,1 Bath,2 Bed,"€450,000 "
"31A Glasnevin Downs, Glasnevin, Glasnevin, Dublin 11",,,3 Bath,6 Bed,"€695,000 "
"32 Charleville Square, Rathfarnham, Rathfarnham, Dublin 14",165 m²,,3 Bath,5 Bed,"€797,500 "
"13 Marguerite Road, Glasnevin, Dublin 9",108 m²,,1 Bath,4 Bed,"€595,000 "
"2 Orchardton, Willowbank Drive, Rathfarnham, Dublin 14",187 m²,,2 Bath,4 Bed,"€835,000 "
"39 Glenbrook Road, Navan Road, Navan Road (D7), Dublin 7",90 m²,,1 Bath,3 Bed,"€475,000 "
"Boramar, 110/110a Rock Road, Booterstown, Co. Dublin",120 m²,,2 Bath,3 Bed,"€700,000 "
"21 Whitestown Avenue, Blanchardstown, Blanchardstown, Dublin 15",,,1 Bath,3 Bed,"€224,950 "
"1 Brookside, Dundrum Road, Dundrum, Dublin 14",146 m²,,2 Bath,4 Bed,"€695,000 "
"Villaggio, 11C Coliemore Road Dalkey, Dalkey, Co. Dublin",108 m²,,2 Bath,3 Bed,"€1,395,000 "
"130 Carysfort Park, Blackrock, Co. Dublin",110 m²,,3 Bath,4 Bed,"€795,000 "
"18 Forest Lawn, Kingswood, Tallaght, Dublin 24",83 m²,,1 Bath,3 Bed,"€385,000 "
"20 Carrigmore Terrace, Citywest, Co. Dublin",69 m²,,1 Bath,2 Bed,"€235,000 "
"181 The Sweepstakes, Ballsbridge, Ballsbridge, Dublin 4",40 m²,,1 Bath,1 Bed,"€364,950 "
"Ruwenzori, Murphys Lane, Ballyman Road, Enniskerry, Co. Wicklow",195 m²,,3 Bath,4 Bed,"€1,195,000 "
"4 Gort Na Gréine, Ballyogan Road, Leopardstown, Dublin 18",101 m²,,3 Bath,3 Bed,"€695,000 "
"19 Ballintyre Grove, Ballinteer, Ballinteer, Dublin 16",80 m²,,2 Bath,2 Bed,"€375,000 "
"Apartment 12, Sanderling, Booterstown, Co. Dublin",93 m²,,2 Bath,2 Bed,"€475,000 "
"16 Glencairn Heath The Gallops Leopardstown Dublin 18, Leopardstown, Dublin 18",103 m²,,2 Bath,3 Bed,"€595,000 "
"30 Hazelwood Court, Artane, Artane, Dublin 5",112 m²,,2 Bath,4 Bed,"€435,000 "
"196 Collins Avenue, Whitehall, Dublin 9",145 m²,,2 Bath,4 Bed,"€620,000 "
"3 Hermitage View, Rathfarnham, Rathfarnham, Dublin 14",171 m²,,3 Bath,4 Bed,"€855,000 "
"3 College View, Ballymun, Dublin 11",61 m²,,2 Bath,2 Bed,"€240,000 "
"44 Mountshannon Road, Kilmainham, Dublin 8",161 m²,,2 Bath,3 Bed,"€895,000 "
"25 Newtownpark Avenue, Blackrock, Co. Dublin",162 m²,,2 Bath,4 Bed,"€1,495,000 "
"55 Carrigwood, Firhouse, Firhouse, Dublin 24",135 m²,,2 Bath,3 Bed,"€480,000 "
"21 St. Martin's Drive, Kimmage, Dublin 12",94 m²,,1 Bath,3 Bed,"€550,000 "
"44 St Samson's Square, Balgriffin, Dublin 13",105 m²,,3 Bath,3 Bed,"€365,000 "
"51 Westwood Road, Finglas, D11Y8K8, Dublin 11",78 m²,,1 Bath,3 Bed,"€235,000 "
"Bayview House, Meadow Close, Newtown Park Avenue, Blackrock, Co. Dublin",322 m²,,6 Bath,5 Bed,"€2,150,000 "
"19 Greenfield Manor Donnybrook Dublin 4, Donnybrook, Dublin 4",120 m²,,2 Bath,3 Bed,"€725,000 "
"Glenrue Ballinclea Road Killiney, Killiney, Co. Dublin",210 m²,,3 Bath,6 Bed,"€995,000 "
"11 Tivoli Road Dun Laoghaire, Dun Laoghaire, Co. Dublin",177 m²,,3 Bath,4 Bed,"€1,100,000 "
"10A Cabinteely Way Cabinteely Dublin 18, Cabinteely, Dublin 18",212 m²,,3 Bath,6 Bed,"€850,000 "
"60 Boroimhe Cedars, Swords, Co. Dublin",64 m²,,2 Bath,2 Bed,"€275,000 "
"96 Fitzroy Avenue, Drumcondra, Drumcondra, Dublin 3",,,1 Bath,3 Bed,"€495,000 "
"1 Glenmalure Square, Milltown, Dublin 6",180 m²,,,4 Bed,"€1,250,000 "
"32 Westbourne Green, Clondalkin, Clondalkin, Dublin 22",90 m²,,2 Bath,3 Bed,"€285,000 "
"Apartment 26, Glenanne, Kimmage, Dublin 12",55 m²,,1 Bath,2 Bed,"€320,000 "
"3 Willow Park, Westminster Park, Foxrock, Dublin 18",85 m²,,1 Bath,3 Bed,"€575,000 "
"Juniper, 18 Bailey Green Road, Howth, Co. Dublin",220 m²,,4 Bath,4 Bed,"€1,500,000 "
"18 Merton Avenue, South Circular Road, Dublin 8",152 m²,,1 Bath,4 Bed,"€695,000 "
"6 Ardeevin Court, Lucan, Co. Dublin",182 m²,,2 Bath,4 Bed,"€525,000 "
"15 Eglinton Terrace Donnybrook Dublin 4, Donnybrook, Dublin 4",110 m²,,3 Bath,3 Bed,"€950,000 "
"6 Grange Court Marley Grange Rathfarnham Dublin 16, Rathfarnham, Dublin 16",174 m²,,3 Bath,4 Bed,"€895,000 "
"34 Huntstown Road, Mulhuddart, Huntstown, Dublin 15",74 m²,,1 Bath,3 Bed,"€275,000 "
"52 McKee Avenue, Finglas, Finglas, Dublin 11",,,1 Bath,3 Bed,"€269,000 "
"Apartment 5, Old Castle View, Kilgobbin Road, Sandyford, Dublin 18",62 m²,,2 Bath,2 Bed,"€265,000 "
"Langara Lodge, Lower Glenageary Road, Glenageary, Co. Dublin",167 m²,,3 Bath,3 Bed,"€1,295,000 "
"43 The Palms, Clonskeagh, Clonskeagh, Dublin 14",173 m²,,3 Bath,4 Bed,"€875,000 "
"Apartment 64, Gandon Hall, Dublin 1",37 m²,,1 Bath,1 Bed,"€225,000 "
"5 Woodvale Crescent, Clonsilla, Dublin 15",80 m²,,1 Bath,3 Bed,"€300,000 "
"325 Killinarden Estate, Tallaght, Tallaght, Dublin 24",93 m²,,1 Bath,3 Bed,"€260,000 5 ONLINE OFFERS"
"Estherfield, Rathbeale Road, Swords, Co. Dublin",180 m²,,3 Bath,5 Bed,"€920,000 "
"22 Charnwood Court, Clonsilla, Dublin 15",106 m²,,3 Bath,3 Bed,"€420,000 "
"149 Shannon House, Custom House Square, Dublin 1",49 m²,,2 Bath,2 Bed,"€375,000 "
"85 Clonliffe Road, Drumcondra, Dublin 3",,,3 Bath,3 Bed,"AMV: €465,000 "
"36 South Hill Dartry Dublin 6, Dartry, Dublin 6",240 m²,,4 Bath,5 Bed,"€1,375,000 "
"Apartment 63, Collins Square, Dublin 7",,,,2 Bed,"€330,000 "
"12 Millrace Crescent, Saggart, Co. Dublin",110 m²,,3 Bath,3 Bed,"€295,000 "
"23 Lambourne Wood, Brennanstown Road, Cabinteely, Dublin 18",2600 m²,,3 Bath,4 Bed,"€1,200,000 "
"13 Ferndale Court, Allies River Road, Rathmichael, Co. Dublin",93 m²,,2 Bath,2 Bed,"€325,000 "
"47C Phibsborough Road, Phibsborough, Dublin 7",432 ac,,,,"€650,000 "
"11 Sundale Lawn, Tallaght, Tallaght, Dublin 24",76 m²,,2 Bath,3 Bed,"€259,000 "
"29 Anne Devlin Road, Rathfarnham, Dublin 14",165 m²,,2 Bath,4 Bed,"€695,000 "
"Dunmore, 42b Palmerston Road, Rathmines, Dublin 6",336 m²,,4 Bath,5 Bed,"€3,700,000 "
"3 Beech Hall, Clay Farm, Leopardstown, Dublin 18",90 m²,,2 Bath,2 Bed,"€475,000 "
"30 Shrewsbury Wood Cabinteely Dublin 18, Cabinteely, Dublin 18",138 m²,,3 Bath,4 Bed,"€750,000 "
"35A Claddagh Road, Ballyfermot, Ballyfermot, Dublin 10",109 m²,,3 Bath,3 Bed,"€295,000 "
"45 Brookwood Crescent, Artane, Dublin 5",143 m²,,2 Bath,3 Bed,"€549,000 "
"63 Murtagh Road, Stoneybatter, Dublin 7",66 m²,,1 Bath,2 Bed,"€375,000 "
"71 Iona Villas, Glasnevin, Dublin 9",230 m²,,2 Bath,5 Bed,"€925,000 "
"3 Springlawn Drive, Blanchardstown, Blanchardstown, Dublin 15",114 m²,,1 Bath,3 Bed,"€425,000 "
"Apartment 42, South Gate Apartments, Dublin 8",,,1 Bath,1 Bed,"€274,950 "
"Apartment 118, Clifden Court, Dublin 7",66 m²,,1 Bath,2 Bed,"€430,000 "
"28 Church Road, Killiney, Co. Dublin",,,3 Bath,4 Bed,"€699,000 "
"Sanmartine, 664 Howth Road, Raheny, Dublin 5",143 m²,,2 Bath,4 Bed,"€895,000 "
"Apartment 52, Block A, Lymewood Mews, Northwood, Santry, Dublin 9",85 m²,,2 Bath,2 Bed,"€325,000 "
"24 and 26 Howth Road, Clontarf, Dublin 3",499 m²,,14 Bath,18 Bed,"€2,000,000 "
"17 Whitechurch Place, Rathfarnham, Dublin 16",87 m²,,3 Bath,3 Bed,"€395,000 "
"127 Glenvara Park, Knocklyon, Dublin 16",122 m²,,3 Bath,3 Bed,"€525,000 "
"215 Galloping Green, Stillorgan Road, Blackrock, Co. Dublin",83 m²,,2 Bath,2 Bed,"€410,000 "
"5 Kilakee Gardens, Firhouse, Dublin 24",,,1 Bath,3 Bed,"€450,000 "
"19 The Gallops, Swords, Co. Dublin",87 m²,,3 Bath,2 Bed,"€285,000 "
"17 Sandymount Green, Sandymount, Dublin 4",202 m²,,2 Bath,5 Bed,"€1,750,000 "
"Apartment 1, Kirkwood, Park Avenue, Sandymount, Dublin 4",60 m²,,1 Bath,2 Bed,"€415,000 "
"Ingleside, Brennanstown Rd, Foxrock, Dublin 18",415 m²,,4 Bath,5 Bed,"€3,750,000 "
"7 Haverty Road, Fairview, Fairview, Dublin 3",86 m²,,1 Bath,3 Bed,"€400,000 "
"63B Garville Lane, Rathgar, Rathgar, Dublin 6",83 m²,,3 Bath,3 Bed,"€595,000 "
"20 Shanliss Park, Santry, Santry, Dublin 9",90 m²,,2 Bath,2 Bed,"€370,000 "
"Apartment 57, Block 5, Donabate, Co. Dublin",48 m²,,1 Bath,1 Bed,"€215,000 "
"11 Lissadel Grove, Malahide, Co. Dublin",103 m²,,3 Bath,3 Bed,"€570,000 "
"15 Woodland Park, Rush, Co. Dublin",99 m²,,3 Bath,3 Bed,"€365,000 "
"7 Elmgrove, Ballybrack, Ballybrack, Co. Dublin",81 m²,,1 Bath,3 Bed,"€349,950 "
"Rathbrist, 15 Bird Avenue, Clonskeagh, Dublin 14",108 m²,,1 Bath,4 Bed,"€695,000 "
"10A Willow Court, Druid Valley, Cabinteely, Dublin 18",67 m²,,1 Bath,2 Bed,"€350,000 "
